col_1,col_2,col_3,nom_commune,longitude,latitude
merey-vieilley,MEREY-VIEILLEY,merey vieilley,Mérey-Vieilley,6.06667,47.3333
vergranne,VERGRANNE,vergranne,Vergranne,6.4,47.4167
santoche,SANTOCHE,santoche,Santoche,6.51667,47.4
pointvillers,POINTVILLERS,pointvillers,Pointvillers,5.9,47.0667
silley-blefond,SILLEY-BLEFOND,silley blefond,Silley-Bléfond,6.33333,47.3167
buffard,BUFFARD,buffard,Buffard,5.83333,47.0333
pontets,LES PONTETS,les pontets,Pontets,6.16667,46.7167
villers-la-combe,VILLERS-LA-COMBE,villers la combe,Villers-la-Combe,6.45,47.2333
provenchere-25,PROVENCHERE,provenchere,Provenchère,6.65,47.2833
damprichard,DAMPRICHARD,damprichard,Damprichard,6.88333,47.25
sochaux,SOCHAUX,sochaux,Sochaux,6.83333,47.5167
morre,MORRE,morre,Morre,6.06667,47.2333
loray,LORAY,loray,Loray,6.5,47.15
vercel-villedieu-le-camp,VERCEL-VILLEDIEU-LE-CAMP,vercel villedieu le camp,Vercel-Villedieu-le-Camp,6.4,47.1833
villers-grelot,VILLERS-GRELOT,villers grelot,Villers-Grélot,6.23333,47.35
fleurey,FLEUREY,fleurey,Fleurey,6.78333,47.3
berthelange,BERTHELANGE,berthelange,Berthelange,5.78333,47.2
plains-et-grands-essarts,LES PLAINS-ET-GRANDS-ESSARTS,les plains et grands essarts,Plains-et-Grands-Essarts,6.89473,47.3037
mazerolles-le-salin,MAZEROLLES-LE-SALIN,mazerolles le salin,Mazerolles-le-Salin,5.86667,47.2333
belfays,BELFAYS,belfays,Belfays,6.9,47.2667
dannemarie-sur-crete,DANNEMARIE-SUR-CRETE,dannemarie sur crete,Dannemarie-sur-Crète,5.86667,47.2
randevillers,RANDEVILLERS,randevillers,Randevillers,6.51667,47.3167
myon,MYON,myon,Myon,5.93333,47.0167
dampierre-les-bois,DAMPIERRE-LES-BOIS,dampierre les bois,Dampierre-les-Bois,6.91667,47.5
samson,SAMSON,samson,Samson,5.88333,47.05
moncey,MONCEY,moncey,Moncey,6.11667,47.3667
trouvans,TROUVANS,trouvans,Trouvans,6.35,47.4167
tarcenay,TARCENAY,tarcenay,Tarcenay,6.11667,47.15
fuans,FUANS,fuans,Fuans,6.58333,47.1333
gennes-25,GENNES,gennes,Gennes,6.11667,47.25
vellevans,VELLEVANS,vellevans,Vellevans,6.5,47.3167
thise,THISE,thise,Thise,6.08333,47.2833
nods,NODS,nods,Nods,6.33333,47.1
ecorces,LES ECORCES,les ecorces,Écorces,6.8,47.2167
pelousey,PELOUSEY,pelousey,Pelousey,5.91667,47.2833
lougres,LOUGRES,lougres,Lougres,6.68333,47.4667
corcelles-ferrieres,CORCELLES-FERRIERES,corcelles ferrieres,Corcelles-Ferrières,5.80973,47.2273
courcelles-25,COURCELLES,courcelles,Courcelles,5.95695,47.0939
chamesol,CHAMESOL,chamesol,Chamesol,6.83333,47.35
montbeliardot,MONTBELIARDOT,montbeliardot,Montbéliardot,6.65,47.1833
bavans,BAVANS,bavans,Bavans,6.73333,47.4833
cubry,CUBRY,cubry,Cubry,6.41667,47.5
bondeval,BONDEVAL,bondeval,Bondeval,6.85,47.45
breres,BRERES,breres,Brères,5.86028,47.0589
cessey,CESSEY,cessey,Cessey,5.91667,47.1
cussey-sur-lison,CUSSEY-SUR-LISON,cussey sur lison,Cussey-sur-Lison,5.95556,47.0598
blussangeaux,BLUSSANGEAUX,blussangeaux,Blussangeaux,6.61667,47.4333
viethorey,VIETHOREY,viethorey,Viéthorey,6.43333,47.4333
breconchaux,BRECONCHAUX,breconchaux,Breconchaux,6.26667,47.3333
mouthier-haute-pierre,MOUTHIER-HAUTE-PIERRE,mouthier haute pierre,Mouthier-Haute-Pierre,6.26667,47.0333
echevannes-25,ECHEVANNES,echevannes,Échevannes,6.23084,47.0742
ruffey-le-chateau,RUFFEY-LE-CHATEAU,ruffey le chateau,Ruffey-le-Château,5.8,47.2833
blamont-25,BLAMONT,blamont,Blamont,6.85,47.3833
chouzelot,CHOUZELOT,chouzelot,Chouzelot,5.9,47.1
montferrand-le-chateau,MONTFERRAND-LE-CHATEAU,montferrand le chateau,Montferrand-le-Château,5.93333,47.1833
germondans,GERMONDANS,germondans,Germondans,6.18333,47.4167
arc-et-senans,ARC-ET-SENANS,arc et senans,Arc-et-Senans,5.76667,47.0333
eternoz,ETERNOZ,eternoz,Éternoz,6.03333,47
corcelle-mieslot,CORCELLE-MIESLOT,corcelle mieslot,Corcelle-Mieslot,6.18333,47.3667
charmoille-25,CHARMOILLE,charmoille,Charmoille,6.66667,47.25
fesches-le-chatel,FESCHES-LE-CHATEL,fesches le chatel,Fesches-le-Châtel,6.9,47.5167
byans-sur-doubs,BYANS-SUR-DOUBS,byans sur doubs,Byans-sur-Doubs,5.86667,47.1167
sourans,SOURANS,sourans,Sourans,6.63333,47.4
quingey,QUINGEY,quingey,Quingey,5.88333,47.1
montecheroux,MONTECHEROUX,montecheroux,Montécheroux,6.8,47.35
audeux,AUDEUX,audeux,Audeux,5.88333,47.2667
granges-narboz,GRANGES-NARBOZ,granges narboz,Granges-Narboz,6.31667,46.8833
froidevaux,FROIDEVAUX,froidevaux,Froidevaux,6.7,47.3
chassagne-saint-denis,CHASSAGNE-SAINT-DENIS,chassagne saint denis,Chassagne-Saint-Denis,6.11667,47.0833
charnay-25,CHARNAY,charnay,Charnay,5.95,47.1333
montandon,MONTANDON,montandon,Montandon,6.83333,47.3
amancey,AMANCEY,amancey,Amancey,6.08333,47.0333
romain-25,ROMAIN,romain,Romain,6.37445,47.4431
vuillafans,VUILLAFANS,vuillafans,Vuillafans,6.21667,47.0667
marchaux,MARCHAUX,marchaux,Marchaux,6.13333,47.3167
besancon,BESANCON,besancon,Besançon,6.03333,47.25
fontenotte,FONTENOTTE,fontenotte,Fontenotte,6.31667,47.3833
bretonvillers,BRETONVILLERS,bretonvillers,Bretonvillers,6.63333,47.2167
villars-les-blamont,VILLARS-LES-BLAMONT,villars les blamont,Villars-lès-Blamont,6.86667,47.3667
villers-sous-chalamont,VILLERS-SOUS-CHALAMONT,villers sous chalamont,Villers-sous-Chalamont,06.05,46.9
planee,LA PLANEE,la planee,La Planée,6.28333,46.8333
fertans,FERTANS,fertans,Fertans,6.06667,47.05
saint-gorgon-main,SAINT-GORGON-MAIN,saint gorgon main,Saint-Gorgon-Main,6.33333,47.0167
oye-et-pallet,OYE-ET-PALLET,oye et pallet,Oye-et-Pallet,6.33333,46.85
dammartin-les-templiers,DAMMARTIN-LES-TEMPLIERS,dammartin les templiers,Dammartin-les-Templiers,6.26667,47.2833
grange-25,LA GRANGE,la grange,La Grange,6.66667,47.2833
bonnay-25,BONNAY,bonnay,Bonnay,06.05,47.3333
hautepierre-le-chatelet,HAUTEPIERRE-LE-CHATELET,hautepierre le chatelet,Hautepierre-le-Châtelet,6.28834,47.0484
vorges-les-pins,VORGES-LES-PINS,vorges les pins,Vorges-les-Pins,5.93333,47.15
gondenans-les-moulins,GONDENANS-LES-MOULINS,gondenans les moulins,Gondenans-les-Moulins,6.38333,47.4667
foucherans-25,FOUCHERANS,foucherans,Foucherans,6.13667,47.1573
novillars,NOVILLARS,novillars,Novillars,6.13333,47.2833
grandfontaine-25,GRANDFONTAINE,grandfontaine,Grandfontaine,5.9,47.2
rougemontot,ROUGEMONTOT,rougemontot,Rougemontot,6.26667,47.4
tressandans,TRESSANDANS,tressandans,Tressandans,6.33333,47.5
appenans,APPENANS,appenans,Appenans,6.56501,47.4428
fourgs,LES FOURGS,les fourgs,Fourgs,6.41667,46.8333
roset-fluans,ROSET-FLUANS,roset fluans,Roset-Fluans,5.82584,47.1634
rignosot,RIGNOSOT,rignosot,Rignosot,6.2,47.3833
pont-de-roide,PONT-DE-ROIDE,pont de roide,Pont-de-Roide,6.76667,47.3833
deluz,DELUZ,deluz,Deluz,6.2,47.3
servin,SERVIN,servin,Servin,6.46667,47.3
grangettes,LES GRANGETTES,les grangettes,Grangettes,6.31667,46.8333
ollans,OLLANS,ollans,Ollans,6.25,47.4167
goux-les-usiers,GOUX-LES-USIERS,goux les usiers,Goux-les-Usiers,6.28333,46.9667
mancenans-lizerne,MANCENANS-LIZERNE,mancenans lizerne,Mancenans-Lizerne,6.78333,47.2667
grandfontaine-sur-creuse,GRANDFONTAINE-SUR-CREUSE,grandfontaine sur creuse,Grandfontaine-sur-Creuse,6.45,47.2
chaux-25,LA CHAUX,la chaux,La Chaux,6.43333,47.0167
burnevillers,BURNEVILLERS,burnevillers,Burnevillers,7,47.3167
bolandoz,BOLANDOZ,bolandoz,Bolandoz,6.11667,47.0167
courchapon,COURCHAPON,courchapon,Courchapon,5.75,47.2667
villedieu-25,LES VILLEDIEU,les villedieu,Villedieu,6.24167,46.725
maisons-du-bois-lievremont,MAISONS-DU-BOIS-LIEVREMONT,maisons du bois lievremont,Maisons-du-Bois-Lièvremont,6.42028,46.9673
boussieres,BOUSSIERES,boussieres,Boussières,5.9,47.15
longevilles-mont-d-or,LONGEVILLES-MONT-D'OR,longevilles mont d or,Longevilles-Mont-d'Or,6.2931,46.75
sauvagney,SAUVAGNEY,sauvagney,Sauvagney,5.9,47.3333
pirey,PIREY,pirey,Pirey,5.96667,47.2667
rantechaux,RANTECHAUX,rantechaux,Rantechaux,6.38333,47.1167
bremondans,BREMONDANS,bremondans,Bremondans,6.4,47.2333
chazot,CHAZOT,chazot,Chazot,6.55,47.3333
chatillon-sur-lison,CHATILLON-SUR-LISON,chatillon sur lison,Châtillon-sur-Lison,5.98223,47.0639
tournans,TOURNANS,tournans,Tournans,6.33333,47.4167
moncley,MONCLEY,moncley,Moncley,5.9,47.3167
hopital-du-grosbois,L'HOPITAL-DU-GROSBOIS,l hopital du grosbois,L'Hôpital-du-Grosbois,6.23333,47.1667
pugey,PUGEY,pugey,Pugey,5.98333,47.1833
ville-du-pont,VILLE-DU-PONT,ville du pont,Ville-du-Pont,6.48333,47
dasle,DASLE,dasle,Dasle,6.9,47.4833
lizine,LIZINE,lizine,Lizine,6,47.05
chay-25,CHAY,chay,Chay,5.86667,47.0333
saules-25,SAULES,saules,Saules,6.2,47.1167
gras-25,LES GRAS,les gras,Gras,6.55,47
saint-juan,SAINT-JUAN,saint juan,Saint-Juan,6.36667,47.2833
chaux-les-clerval,CHAUX-LES-CLERVAL,chaux les clerval,Chaux-lès-Clerval,6.51667,47.3833
combes-25,LES COMBES,les combes,Combes,6.55,47.0667
chaux-neuve,CHAUX-NEUVE,chaux neuve,Chaux-Neuve,6.13528,46.6781
mouthe,MOUTHE,mouthe,Mouthe,6.16667,46.7167
evillers,EVILLERS,evillers,Évillers,6.23333,47
merindol-les-oliviers,MERINDOL-LES-OLIVIERS,merindol les oliviers,Mérindol-les-Oliviers,5.16667,44.2667
saint-bonnet-de-valclerieux,SAINT-BONNET-DE-VALCLERIEUX,saint bonnet de valclerieux,Saint-Bonnet-de-Valclérieux,5.15,45.2
saint-nazaire-le-desert,SAINT-NAZAIRE-LE-DESERT,saint nazaire le desert,Saint-Nazaire-le-Désert,5.28333,44.5667
granges-gontardes,LES GRANGES-GONTARDES,les granges gontardes,Granges-Gontardes,4.76667,44.4167
grand-serre,LE GRAND-SERRE,le grand serre,Le Grand-Serre,5.1,45.2667
montjoyer,MONTJOYER,montjoyer,Montjoyer,4.85,44.4667
chaudiere,LA CHAUDIERE,la chaudiere,La Chaudière,5.21667,44.6333
montbrison-sur-lez,MONTBRISON-SUR-LEZ,montbrison sur lez,Montbrison-sur-Lez,5.01667,44.4417
orcinas,ORCINAS,orcinas,Orcinas,5.13333,44.5333
poyols,POYOLS,poyols,Poyols,5.41667,44.6
barret-de-lioure,BARRET-DE-LIOURE,barret de lioure,Barret-de-Lioure,5.5,44.1833
rochefourchat,ROCHEFOURCHAT,rochefourchat,Rochefourchat,5.25,44.6
motte-chalancon,LA MOTTE-CHALANCON,la motte chalancon,La Motte-Chalancon,5.38333,44.4833
saint-gervais-sur-roubion,SAINT-GERVAIS-SUR-ROUBION,saint gervais sur roubion,Saint-Gervais-sur-Roubion,4.88333,44.5667
bouvieres,BOUVIERES,bouvieres,Bouvières,5.21667,44.5
peyrus,PEYRUS,peyrus,Peyrus,5.1,44.9167
montferrand-la-fare,MONTFERRAND-LA-FARE,montferrand la fare,Montferrand-la-Fare,5.44973,44.36
montsegur-sur-lauzon,MONTSEGUR-SUR-LAUZON,montsegur sur lauzon,Montségur-sur-Lauzon,4.86667,44.35
roussieux,ROUSSIEUX,roussieux,Roussieux,5.46667,44.3333
bellecombe-tarendol,BELLECOMBE-TARENDOL,bellecombe tarendol,Bellecombe-Tarendol,5.35,44.35
saint-paul-les-romans,SAINT-PAUL-LES-ROMANS,saint paul les romans,Saint-Paul-lès-Romans,5.13333,45.0667
propiac,PROPIAC,propiac,Propiac,5.2,44.2833
cornillac,CORNILLAC,cornillac,Cornillac,5.38333,44.45
glandage,GLANDAGE,glandage,Glandage,5.6,44.6833
baume-de-transit,LA BAUME-DE-TRANSIT,la baume de transit,La Baume-de-Transit,4.86667,44.35
laveyron,LAVEYRON,laveyron,Laveyron,4.83333,45.2
buis-les-baronnies,BUIS-LES-BARONNIES,buis les baronnies,Buis-les-Baronnies,5.26667,44.2667
fay-le-clos,FAY-LE-CLOS,fay le clos,Fay-le-Clos,4.91667,45.2167
montaulieu,MONTAULIEU,montaulieu,Montaulieu,5.21667,44.35
pennes-le-sec,PENNES-LE-SEC,pennes le sec,Pennes-le-Sec,5.31667,44.6333
montauban-sur-l-ouveze,MONTAUBAN-SUR-L'OUVEZE,montauban sur l ouveze,Montauban-sur-l'Ouvèze,5.5,44.2667
saint-vincent-la-commanderie,SAINT-VINCENT-LA-COMMANDERIE,saint vincent la commanderie,Saint-Vincent-la-Commanderie,5.11667,44.9333
montfroc,MONTFROC,montfroc,Montfroc,5.63333,44.1833
chatuzange-le-goubet,CHATUZANGE-LE-GOUBET,chatuzange le goubet,Chatuzange-le-Goubet,5.08333,45
saint-bardoux,SAINT-BARDOUX,saint bardoux,Saint-Bardoux,5,45.0833
veaunes,VEAUNES,veaunes,Veaunes,4.91667,45.0833
chantemerle-les-bles,CHANTEMERLE-LES-BLES,chantemerle les bles,Chantemerle-les-Blés,4.91667,45.1
bren,BREN,bren,Bren,4.93333,45.1333
roynac,ROYNAC,roynac,Roynac,4.93333,44.6333
nyons,NYONS,nyons,Nyons,5.13333,44.3667
romans-sur-isere,ROMANS-SUR-ISERE,romans sur isere,Romans-sur-Isère,05.05,45.05
motte-fanjas,LA MOTTE-FANJAS,la motte fanjas,La Motte-Fanjas,5.26667,45.05
chabrillan,CHABRILLAN,chabrillan,Chabrillan,4.93333,44.7167
aurel-26,AUREL,aurel,Aurel,5.3,44.7
ponsas,PONSAS,ponsas,Ponsas,4.85,45.1667
sainte-eulalie-en-royans,SAINTE-EULALIE-EN-ROYANS,sainte eulalie en royans,Sainte-Eulalie-en-Royans,5.34139,45.0475
montrigaud,MONTRIGAUD,montrigaud,Montrigaud,5.13333,45.2167
monteleger,MONTELEGER,monteleger,Montéléger,4.93333,44.8667
chaffal,LE CHAFFAL,le chaffal,Le Chaffal,5.18333,44.8667
roche-de-glun,LA ROCHE-DE-GLUN,la roche de glun,La Roche-de-Glun,4.85,45
saint-vallier-26,SAINT-VALLIER,saint vallier,Saint-Vallier,4.81667,45.1667
begude-de-mazenc,LA BEGUDE-DE-MAZENC,la begude de mazenc,La Bégude-de-Mazenc,4.93333,44.5333
montreal-les-sources,MONTREAL-LES-SOURCES,montreal les sources,Montréal-les-Sources,5.3,44.4
montjoux,MONTJOUX,montjoux,Montjoux,5.1,44.5
salles-sous-bois,SALLES-SOUS-BOIS,salles sous bois,Salles-sous-Bois,4.93333,44.45
valaurie,VALAURIE,valaurie,Valaurie,4.81667,44.4167
coucourde,LA COUCOURDE,la coucourde,La Coucourde,4.78333,44.65
chavannes-26,CHAVANNES,chavannes,Chavannes,4.85,45.0833
saulce-sur-rhone,SAULCE-SUR-RHONE,saulce sur rhone,Saulce-sur-Rhône,4.78333,44.7
pegue,LE PEGUE,le pegue,Le Pègue,05.05,44.4333
valence-26,VALENCE,valence,Valence,4.9,44.9333
crest-26,CREST,crest,Crest,5.03333,44.7333
eygaliers,EYGALIERS,eygaliers,Eygaliers,5.28333,44.2333
aubenasson,AUBENASSON,aubenasson,Aubenasson,5.15,44.6833
saint-maurice-sur-eygues,SAINT-MAURICE-SUR-EYGUES,saint maurice sur eygues,Saint-Maurice-sur-Eygues,5.01667,44.3
eygluy-escoulin,EYGLUY-ESCOULIN,eygluy escoulin,Eygluy-Escoulin,5.19528,44.7892
ferrassieres,FERRASSIERES,ferrassieres,Ferrassières,5.48333,44.1333
chateauneuf-sur-isere,CHATEAUNEUF-SUR-ISERE,chateauneuf sur isere,Châteauneuf-sur-Isère,4.93473,45.0139
saint-julien-en-quint,SAINT-JULIEN-EN-QUINT,saint julien en quint,Saint-Julien-en-Quint,5.3,44.8333
cornillon-sur-l-oule,CORNILLON-SUR-L'OULE,cornillon sur l oule,Cornillon-sur-l'Oule,5.36667,44.4667
ambonil,AMBONIL,ambonil,Ambonil,4.9,44.7833
pelonne,PELONNE,pelonne,Pelonne,5.38333,44.3833
saint-agnan-en-vercors,SAINT-AGNAN-EN-VERCORS,saint agnan en vercors,Saint-Agnan-en-Vercors,5.41667,44.9333
chatillon-en-diois,CHATILLON-EN-DIOIS,chatillon en diois,Châtillon-en-Diois,5.46667,44.6833
espeluche,ESPELUCHE,espeluche,Espeluche,4.81667,44.5167
die,DIE,die,Die,5.36667,44.75
establet,ESTABLET,establet,Establet,5.45,44.5167
livron-sur-drome,LIVRON-SUR-DROME,livron sur drome,Livron-sur-Drôme,4.85,44.7667
grane,GRANE,grane,Grane,4.91667,44.7333
villebois-les-pins,VILLEBOIS-LES-PINS,villebois les pins,Villebois-les-Pins,5.6,44.3167
eyroles,EYROLES,eyroles,Eyroles,5.21667,44.4167
saou,SAOU,saou,Saou,5.06667,44.65
anneyron,ANNEYRON,anneyron,Anneyron,4.9,45.2667
sainte-jalle,SAINTE-JALLE,sainte jalle,Sainte-Jalle,5.28333,44.3333
mirabel-aux-baronnies,MIRABEL-AUX-BARONNIES,mirabel aux baronnies,Mirabel-aux-Baronnies,5.1,44.3
roussas,ROUSSAS,roussas,Roussas,4.8,44.4333
benivay-ollon,BENIVAY-OLLON,benivay ollon,Bénivay-Ollon,5.18333,44.3
montboucher-sur-jabron,MONTBOUCHER-SUR-JABRON,montboucher sur jabron,Montboucher-sur-Jabron,4.8,44.55
repara-auriples,LA REPARA-AURIPLES,la repara auriples,La Répara-Auriples,4.98639,44.6595
batie-des-fonds,LA BATIE-DES-FONDS,la batie des fonds,La Bâtie-des-Fonds,5.63333,44.5167
pres,LES PRES,les pres,Prés,5.57917,44.5275
montelimar,MONTELIMAR,montelimar,Montélimar,4.75,44.5667
chauvac-laux-montaux,CHAUVAC-LAUX-MONTAUX,chauvac laux montaux,Chauvac-Laux-Montaux,5.51667,44.3167
volvent,VOLVENT,volvent,Volvent,5.35,44.5667
dieulefit,DIEULEFIT,dieulefit,Dieulefit,5.06667,44.5167
epinouze,EPINOUZE,epinouze,Épinouze,4.91667,45.3167
taulignan,TAULIGNAN,taulignan,Taulignan,4.98333,44.45
valouse,VALOUSE,valouse,Valouse,5.2,44.4667
pommerol,POMMEROL,pommerol,Pommerol,5.45223,44.4462
eymeux,EYMEUX,eymeux,Eymeux,5.16667,45.0833
motte-de-galaure,LA MOTTE-DE-GALAURE,la motte de galaure,La Motte-de-Galaure,4.91667,45.2
charce,LA CHARCE,la charce,La Charce,5.45,44.4667
beaurieres,BEAURIERES,beaurieres,Beaurières,5.55,44.5833
francillon-sur-roubion,FRANCILLON-SUR-ROUBION,francillon sur roubion,Francillon-sur-Roubion,5.08333,44.6167
chalancon,CHALANCON,chalancon,Chalancon,5.35,44.5167
lens-lestang,LENS-LESTANG,lens lestang,Lens-Lestang,5.03333,45.2833
tain-l-hermitage,TAIN-L'HERMITAGE,tain l hermitage,Tain-l'Hermitage,4.85,45.0667
charpey,CHARPEY,charpey,Charpey,5.1,44.9333
saint-marcel-les-sauzet,SAINT-MARCEL-LES-SAUZET,saint marcel les sauzet,Saint-Marcel-lès-Sauzet,4.8,44.5833
sainte-croix-26,SAINTE-CROIX,sainte croix,Sainte-Croix,5.28333,44.7667
felines-sur-rimandoule,FELINES-SUR-RIMANDOULE,felines sur rimandoule,Félines-sur-Rimandoule,5.05251,44.5839
barnave,BARNAVE,barnave,Barnave,5.36667,44.65
aubres,AUBRES,aubres,Aubres,5.16667,44.3833
bouchet-26,BOUCHET,bouchet,Bouchet,4.88333,44.3
marges,MARGES,marges,Margès,05.05,45.15
saint-sauveur-en-diois,SAINT-SAUVEUR-EN-DIOIS,saint sauveur en diois,Saint-Sauveur-en-Diois,5.16667,44.6833
saint-restitut,SAINT-RESTITUT,saint restitut,Saint-Restitut,4.78333,44.3333
eygalayes,EYGALAYES,eygalayes,Eygalayes,5.61667,44.2333
besayes,BESAYES,besayes,Bésayes,5.08333,44.9667
poet-laval,LE POET-LAVAL,le poet laval,Le Poët-Laval,5.01667,44.5333
chamaloc,CHAMALOC,chamaloc,Chamaloc,5.38333,44.8
montvendre,MONTVENDRE,montvendre,Montvendre,5.01667,44.8667
vinsobres,VINSOBRES,vinsobres,Vinsobres,5.06667,44.3333
miribel-26,MIRIBEL,miribel,Miribel,5.11084,45.1992
saint-rambert-d-albon,SAINT-RAMBERT-D'ALBON,saint rambert d albon,Saint-Rambert-d'Albon,4.81667,45.2833
teyssieres,TEYSSIERES,teyssieres,Teyssières,5.13333,44.45
laval-d-aix,LAVAL-D'AIX,laval d aix,Laval-d'Aix,5.43333,44.7167
tulette,TULETTE,tulette,Tulette,4.93333,44.2833
mevouillon,MEVOUILLON,mevouillon,Mévouillon,5.48333,44.2333
saint-auban-sur-l-ouveze,SAINT-AUBAN-SUR-L'OUVEZE,saint auban sur l ouveze,Saint-Auban-sur-l'Ouvèze,5.41667,44.2833
cobonne,COBONNE,cobonne,Cobonne,5.08333,44.7667
villefranche-le-chateau,VILLEFRANCHE-LE-CHATEAU,villefranche le chateau,Villefranche-le-Château,5.51667,44.2167
montguers,MONTGUERS,montguers,Montguers,5.45,44.2833
luc-en-diois,LUC-EN-DIOIS,luc en diois,Luc-en-Diois,5.45278,44.615
menglon,MENGLON,menglon,Menglon,5.46667,44.6667
crupies,CRUPIES,crupies,Crupies,5.16667,44.5667
besignan,BESIGNAN,besignan,Bésignan,5.33333,44.3167
val-maravel,VAL-MARAVEL,val maravel,Val-Maravel,5.56973,44.5917
aucelon,AUCELON,aucelon,Aucelon,5.35,44.6333
portes-en-valdaine,PORTES-EN-VALDAINE,portes en valdaine,Portes-en-Valdaine,4.9,44.5167
laupie,LA LAUPIE,la laupie,La Laupie,4.83333,44.6
mornans,MORNANS,mornans,Mornans,5.11667,44.6
venterol-26,VENTEROL,venterol,Venterol,5.1,44.3833
aleyrac,ALEYRAC,aleyrac,Aleyrac,4.95,44.5
combovin,COMBOVIN,combovin,Combovin,5.08333,44.8667
vesc,VESC,vesc,Vesc,5.15,44.5167
gumiane,GUMIANE,gumiane,Gumiane,5.25,44.5167
larnage,LARNAGE,larnage,Larnage,4.86667,45.0833
charols,CHAROLS,charols,Charols,4.95,44.5833
villeperdrix,VILLEPERDRIX,villeperdrix,Villeperdrix,5.28333,44.45
sauzet-26,SAUZET,sauzet,Sauzet,4.81667,44.6
salettes-26,SALETTES,salettes,Salettes,4.96667,44.5667
saint-marcel-les-valence,SAINT-MARCEL-LES-VALENCE,saint marcel les valence,Saint-Marcel-lès-Valence,4.95,44.9667
saint-martin-en-vercors,SAINT-MARTIN-EN-VERCORS,saint martin en vercors,Saint-Martin-en-Vercors,5.45,45.0167
bourdeaux,BOURDEAUX,bourdeaux,Bourdeaux,5.13333,44.5833
roche-sur-le-buis,LA ROCHE-SUR-LE-BUIS,la roche sur le buis,La Roche-sur-le-Buis,5.31667,44.2833
beauregard-baret,BEAUREGARD-BARET,beauregard baret,Beauregard-Baret,5.18333,44.9833
reilhanette,REILHANETTE,reilhanette,Reilhanette,5.41667,44.1667
montmeyran,MONTMEYRAN,montmeyran,Montmeyran,4.98333,44.8333
brette,BRETTE,brette,Brette,5.31667,44.5833
soyans,SOYANS,soyans,Soyans,5.01667,44.6333
beauvallon,BEAUVALLON,beauvallon,Beauvallon,4.91667,44.8667
vers-sur-meouge,VERS-SUR-MEOUGE,vers sur meouge,Vers-sur-Méouge,5.55,44.2333
miscon,MISCON,miscon,Miscon,5.53333,44.6333
barsac-26,BARSAC,barsac,Barsac,5.28333,44.7333
pilles,LES PILLES,les pilles,Pilles,5.2,44.3833
ourches,OURCHES,ourches,Ourches,5.03333,44.8
condillac,CONDILLAC,condillac,Condillac,4.81667,44.6333
romeyer,ROMEYER,romeyer,Romeyer,5.40889,44.7795
reauville,REAUVILLE,reauville,Réauville,4.93333,44.4333
rimon-et-savel,RIMON-ET-SAVEL,rimon et savel,Rimon-et-Savel,5.3,44.6667
saint-may,SAINT-MAY,saint may,Saint-May,5.31667,44.4333
serves-sur-rhone,SERVES-SUR-RHONE,serves sur rhone,Serves-sur-Rhône,4.81667,45.1333
saint-julien-en-vercors,SAINT-JULIEN-EN-VERCORS,saint julien en vercors,Saint-Julien-en-Vercors,5.45,45.05
albon,ALBON,albon,Albon,4.86667,45.2333
pradelle,PRADELLE,pradelle,Pradelle,5.3,44.6
vacheres-en-quint,VACHERES-EN-QUINT,vacheres en quint,Vachères-en-Quint,5.26667,44.7833
curnier,CURNIER,curnier,Curnier,5.23333,44.3833
cliousclat,CLIOUSCLAT,cliousclat,Cliousclat,4.83333,44.7167
molieres-glandaz,MOLIERES-GLANDAZ,molieres glandaz,Molières-Glandaz,5.4,44.7333
lus-la-croix-haute,LUS-LA-CROIX-HAUTE,lus la croix haute,Lus-la-Croix-Haute,5.7,44.6667
plan-de-baix,PLAN-DE-BAIX,plan de baix,Plan-de-Baix,5.16667,44.8167
rochefort-en-valdaine,ROCHEFORT-EN-VALDAINE,rochefort en valdaine,Rochefort-en-Valdaine,4.86028,44.5156
clansayes,CLANSAYES,clansayes,Clansayes,4.8,44.3667
ancone,ANCONE,ancone,Ancône,4.73333,44.5833
upie,UPIE,upie,Upie,4.95,44.8
chamaret,CHAMARET,chamaret,Chamaret,4.9,44.4
chatillon-saint-jean,CHATILLON-SAINT-JEAN,chatillon saint jean,Châtillon-Saint-Jean,5.13333,45.0833
saint-dizier-en-diois,SAINT-DIZIER-EN-DIOIS,saint dizier en diois,Saint-Dizier-en-Diois,5.48333,44.5167
claveyson,CLAVEYSON,claveyson,Claveyson,4.93333,45.1833
etoile-sur-rhone,ETOILE-SUR-RHONE,etoile sur rhone,Étoile-sur-Rhône,4.9,44.8333
parnans,PARNANS,parnans,Parnans,5.15,45.1
saint-christophe-et-le-laris,SAINT-CHRISTOPHE-ET-LE-LARIS,saint christophe et le laris,Saint-Christophe-et-le-Laris,5.06667,45.2167
ponet-et-saint-auban,PONET-ET-SAINT-AUBAN,ponet et saint auban,Ponet-et-Saint-Auban,5.31667,44.7833
ombleze,OMBLEZE,ombleze,Omblèze,5.21667,44.8667
tonils,LES TONILS,les tonils,Tonils,5.2,44.5833
saint-barthelemy-de-vals,SAINT-BARTHELEMY-DE-VALS,saint barthelemy de vals,Saint-Barthélemy-de-Vals,4.86667,45.1667
bonlieu-sur-roubion,BONLIEU-SUR-ROUBION,bonlieu sur roubion,Bonlieu-sur-Roubion,4.86667,44.5833
savasse,SAVASSE,savasse,Savasse,4.78333,44.6
