nom_com,nom_com_m,insee_com,statut,population,insee_arr,insee_dep,insee_reg,code_epci,X_COORD,Y_COORD,latitude,longitude
Yvernaumont,YVERNAUMONT,08503,Commune simple,139,1,08,44,240800862,820078.002909,6954154.20914,49.676964,4.657389
Bouesse,BOUESSE,36022,Commune simple,439,2,36,24,200068872,599635.711105,6614869.40677,46.618545,1.688937
Savigny-le-Sec,SAVIGNY-LE-SEC,21591,Commune simple,844,2,21,27,200039063,853935.546065,6705706.14361,47.432236,5.052608
Mazeray,MAZERAY,17226,Commune simple,959,5,17,75,200041689,424122.316403,6541388.11749,45.914226,-0.532388
Illois,ILLOIS,76372,Commune simple,407,1,76,28,200069722,602334.172853,6961551.18068,49.738012,1.673412
Mérigny,MERIGNY,36119,Commune simple,537,1,36,24,243600319,541865.025759,6616558.1268,46.631534,0.924957
Saint-Julien-de-Lampon,SAINT-JULIEN-DE-LAMPON,24432,Commune simple,626,4,24,75,200040830,572249.276615,6419461.96927,44.854801,1.36114
Dangé-Saint-Romain,DANGE-SAINT-ROMAIN,86092,Commune simple,2981,1,86,75,248600413,518032.085931,6650168.8031,46.936218,0.603235
Sainte-Pexine,SAINTE-PEXINE,85261,Commune simple,257,1,85,52,200073260,384211.111709,6614914.80279,46.537802,-1.128421
Moloy,MOLOY,21421,Commune simple,233,2,21,27,242100154,844582.8828079998,6717198.3745,47.539456,4.931761
Couzou,COUZOU,46078,Commune simple,92,3,46,76,200066371,591856.438629,6408801.74983,44.770707,1.61225
Saint-Georges-lès-Baillargeaux,SAINT-GEORGES-LES-BAILLARGEAUX,86222,Commune simple,4168,3,86,75,200069854,503968.334873,6621388.70756,46.676223,0.404548
Beaumont Saint-Cyr,BEAUMONT SAINT-CYR,86019,Commune simple,3035,3,86,75,200069854,505537.812775,6628786.60432,46.735976,0.438765
Pouillé,POUILLE,85181,Commune simple,629,1,85,52,200071934,396757.193473,6607867.31221,46.509043,-0.952711
La Caillère-Saint-Hilaire,LA CAILLERE-SAINT-HILAIRE,85040,Commune simple,1111,1,85,52,200073260,399198.304591,6621903.75103,46.634023,-0.93822
Chauffour-sur-Vell,CHAUFFOUR-SUR-VELL,19050,Commune simple,419,1,19,75,200066769,595330.682278,6436455.18391,45.018438,1.664589
La Chapelle-Montbrandeix,LA CHAPELLE-MONTBRANDEIX,87037,Commune simple,256,3,87,75,200066520,532772.87393,6507315.26507,45.646955,0.85792
Les Martys,LES MARTYS,11221,Commune simple,293,1,11,76,200042463,644107.635189,6258362.00235,46.118245,-0.127702
La Jaudonnière,LA JAUDONNIERE,85115,Commune simple,606,1,85,52,200073260,397099.110989,6624144.83702,46.643916,-0.965851
Morienne,MORIENNE,76606,Commune simple,179,1,76,28,200069722,607879.847536,6965536.89928,49.782307,1.711704
Leigné-les-Bois,LEIGNE-LES-BOIS,86125,Commune simple,592,1,86,75,248600413,524938.240342,6631859.77447,46.757974,0.703046
Voncq,VONCQ,08489,Commune simple,217,4,08,44,240800862,821860.254272,6931738.45246,49.470999,4.663999
Touligny,TOULIGNY,08454,Commune simple,85,1,08,44,240800862,816590.578405,6954314.15297,49.667541,4.638596
Chalancey,CHALANCEY,52092,Commune simple,105,2,52,44,200027308,860302.386667,6732848.08133,47.676636,5.140767
Étaules,ETAULES,21255,Commune simple,300,2,21,27,200039063,847119.145585,6702952.79483,47.406891,4.944384
Champigneul-sur-Vence,CHAMPIGNEUL-SUR-VENCE,08099,Commune simple,122,1,08,44,240800862,820067.4204479998,6957443.89583,49.70083,4.65602
Asnières-lès-Dijon,ASNIERES-LES-DIJON,21027,Commune simple,1184,2,21,27,200069540,854290.365113,6700456.45843,47.386815,5.047455
Rochetrejoux,ROCHETREJOUX,85192,Commune simple,950,2,85,52,248500340,395179.875865,6639383.89782,46.785469,-0.998764
Saint-Martin-en-Vercors,SAINT-MARTIN-EN-VERCORS,26315,Commune simple,361,1,26,84,200067767,892879.2513559998,6438175.74669,45.022878,5.443144
Villegongis,VILLEGONGIS,36242,Commune simple,113,2,36,24,243600293,592692.114141,6648067.3824,46.91079,1.595368
Bessay,BESSAY,85023,Commune simple,426,1,85,52,200073260,380572.751942,6612876.44484,46.535423,-1.152562
Campigny,CAMPIGNY,14130,Commune simple,189,1,14,28,241400555,423318.911381,6912212.83803,49.243092,-0.809544
Preuilly-la-Ville,PREUILLY-LA-VILLE,36167,Commune simple,162,1,36,24,243600319,545696.416616,6623914.0306,46.69859,0.970251
Pichanges,PICHANGES,21483,Commune simple,293,2,21,27,242100154,862570.093273,6708407.58795,47.461943,5.152686
Balsièges,BALSIEGES,48016,Commune simple,549,2,48,76,244800405,735080.747186,6375307.43488,44.482003,3.456701
Tibiran-Jaunac,TIBIRAN-JAUNAC,65444,Commune simple,312,2,65,76,200070829,500185.75869,6220156.19548,43.055173,0.555353
Passy,PASSY,89291,Commune simple,342,3,89,27,248900334,722078.7302709998,6779214.54055,48.111402,3.303263
Viel-Saint-Remy,VIEL-SAINT-REMY,08472,Commune simple,301,2,08,44,240800862,807269.564947,6949166.8971,49.629502,4.501852
Fromelennes,FROMELENNES,08183,Commune simple,1038,1,08,44,240800821,833476.5571449999,7003447.27998,50.121759,4.859248
Doux,DOUX,08144,Commune simple,100,2,08,44,200043156,803497.488473,6936233.8838,49.504859,4.431666
Lodève,LODEVE,34142,Sous-préfecture,7441,2,34,76,200017341,724644.707055,6292447.62115,43.734106,3.318722
Saint-Jean-de-Beugné,SAINT-JEAN-DE-BEUGNE,85233,Commune simple,594,1,85,52,200073260,385210.143637,6610361.88152,46.524565,-1.119412
Fagnon,FAGNON,08162,Commune simple,342,1,08,44,200041630,816800.575543,6960509.7878,49.73923,4.638881
Marcoux,MARCOUX,42136,Commune simple,735,1,42,84,200065886,777620.944229,6512093.71843,45.71649,4.031962
Aubigny-les-Pothées,AUBIGNY-LES-POTHEES,08026,Commune simple,315,1,08,44,200041622,802968.889201,6963793.15764,49.775819,4.436099
Saulces-Monclin,SAULCES-MONCLIN,08402,Commune simple,811,2,08,44,240800862,809073.2382509998,6942946.70706,49.575322,4.500337
Chazelet,CHAZELET,36049,Commune simple,122,1,36,24,243600319,579905.628328,6602046.83214,46.490429,1.421676
Guran,GURAN,31235,Commune simple,44,2,31,76,200072635,504382.610532,6201473.22217,42.885379,0.617219
Rouvres-les-Bois,ROUVRES-LES-BOIS,36175,Commune simple,286,2,36,24,243600293,597809.562777,6664453.8323,47.084427,1.634249
Chabris,CHABRIS,36034,Commune simple,2750,4,36,24,243600202,598819.301169,6684380.92774,47.256742,1.650341
Bussières,BUSSIERES,21119,Commune simple,41,2,21,27,200070910,847182.5535359998,6730685.20108,50.493078,2.566762
Seuil,SEUIL,08416,Commune simple,158,2,08,44,200043156,805287.789712,6931512.4761,49.479022,4.450676
Soucy,SOUCY,02729,Commune simple,97,4,02,32,200071991,708946.70419,6913606.79449,49.311889,3.12972
Saint-Pierre-sur-Vence,SAINT-PIERRE-SUR-VENCE,08395,Commune simple,121,1,08,44,240800862,821498.192578,6957167.20126,49.693157,4.674537
Mazerny,MAZERNY,08283,Commune simple,125,1,08,44,240800862,817021.8293879998,6946949.21822,49.610482,4.610543
Feugarolles,FEUGAROLLES,47097,Commune simple,993,4,47,75,200068948,489229.419418,6350021.00134,44.220067,0.343741
Belval,BELVAL,08058,Commune simple,222,1,08,44,200041630,818062.391679,6965042.47419,49.775224,4.635495
Signac,SIGNAC,31548,Commune simple,48,2,31,76,200072635,505384.991775,6204104.63198,42.905338,0.628555
Sainte-Cécile,SAINTE-CECILE,85202,Commune simple,1621,2,85,52,248500340,385401.450351,6633928.55207,46.741094,-1.113477
Nalliers,NALLIERS,85159,Commune simple,2315,1,85,52,200073260,390131.865769,6604157.49078,46.468373,-1.032275
Courlon,COURLON,21207,Commune simple,81,2,21,27,200070910,850728.199228,6729140.00042,47.649036,5.010614
Saint-Valérien,SAINT-VALERIEN,85274,Commune simple,526,1,85,52,200071934,397790.735421,6611403.36664,46.527685,-0.945058
Belmont,BELMONT,38038,Commune simple,598,2,38,84,200068567,884662.8325229998,6488794.09921,45.469621,5.359787
Norges-la-Ville,NORGES-LA-VILLE,21462,Commune simple,949,2,21,27,200069540,856068.1600969998,6702763.11737,47.399257,5.08431
Rougeou,ROUGEOU,41195,Commune simple,159,3,41,24,200072064,590029.725378,6696653.61666,47.363607,1.540176
Foncegrive,FONCEGRIVE,21275,Commune simple,135,2,21,27,200070910,860966.414234,6726285.82841,47.61119,5.156926
Bachos,BACHOS,31040,Commune simple,38,2,31,76,200072635,504064.950125,6202887.99437,42.895631,0.622199
Le Boupère,LE BOUPERE,85031,Commune simple,3150,1,85,52,248500464,400241.823227,6639403.69507,46.793539,-0.937611
Saint-Claud,SAINT-CLAUD,16308,Commune simple,1057,3,16,75,200072049,503970.550557,6536335.94723,45.913106,0.448674
Saint-Étienne-de-Brillouet,SAINT-ETIENNE-DE-BRILLOUET,85209,Commune simple,615,1,85,52,200073260,392550.420705,6609358.76025,46.52591,-0.997634
Phalsbourg,PHALSBOURG,57540,Commune simple,4728,5,57,44,245700950,1013213.70145,6860312.05778,48.768286,7.247575
Wiseppe,WISEPPE,55582,Commune simple,97,3,55,44,200066132,857060.715943,6931201.19178,49.456716,5.174597
Vesvres-sous-Chalancey,VESVRES-SOUS-CHALANCEY,52519,Commune simple,47,2,52,44,200027308,862820.884115,6735065.87559,47.693128,5.169067
Villetritouls,VILLETRITOULS,11440,Commune simple,38,1,11,76,200035715,658331.088692,6219751.25227,43.081246,2.48951
Saulx-le-Duc,SAULX-LE-DUC,21587,Commune simple,239,2,21,27,242100154,852057.3296179998,6718624.7285,47.541475,5.019833
Cuvry,CUVRY,57162,Commune simple,847,9,57,44,200039865,931126.429814,6886838.75653,49.041015,6.156219
Velosnes,VELOSNES,55544,Commune simple,165,3,55,44,245501259,878370.403315,6935973.18731,49.507693,5.456432
Sachy,SACHY,08375,Commune simple,182,3,08,44,240800847,853696.7454519998,6954401.88213,49.667882,5.133716
Saint-Pierre-le-Moûtier,SAINT-PIERRE-LE-MOUTIER,58264,Commune simple,1956,3,58,27,245804497,710676.704599,6632369.33406,46.787539,3.11506
Moncel-sur-Vair,MONCEL-SUR-VAIR,88305,Commune simple,201,2,88,44,200068559,899961.645439,6817308.90384,48.433862,5.695736
Rogécourt,ROGECOURT,02651,Commune simple,105,2,02,32,200071785,730048.285334,6950084.23352,49.637396,3.412582
Mareuil-sur-Cher,MAREUIL-SUR-CHER,41126,Commune simple,1142,3,41,24,200072064,571765.971757,6687511.00085,47.272479,1.291857
Thonne-les-Près,THONNE-LES-PRES,55510,Commune simple,135,3,55,44,245501259,869719.0035399998,6939523.24364,49.526314,5.351601
Couddes,COUDDES,41062,Commune simple,546,3,41,24,200072064,579531.811481,6697275.28594,47.378854,1.393798
Vigneul-sous-Montmédy,VIGNEUL-SOUS-MONTMEDY,55552,Commune simple,87,3,55,44,245501259,868801.6777689998,6936834.78646,49.506355,5.330735
Sérignac,SERIGNAC,46305,Commune simple,300,1,46,76,244600433,547667.271362,6371725.24772,44.440591,1.081827
Castelfranc,CASTELFRANC,46062,Commune simple,426,1,46,76,244600433,558805.960456,6379965.39139,44.504685,1.213304
Saint-Ybars,SAINT-YBARS,09277,Commune simple,667,3,09,76,200066223,569858.087344,6239447.40339,43.247882,1.405843
Vittarville,VITTARVILLE,55572,Commune simple,78,3,55,44,200066173,874998.817717,6923696.90687,49.39313,5.412401
Sailly,SAILLY,08376,Commune simple,253,3,08,44,240800847,857137.233982,6946692.39967,49.609653,5.175056
Saint-Flovier,SAINT-FLOVIER,37218,Commune simple,566,3,37,24,200071587,549573.498011,6654263.3298,46.972713,1.027934
Luçon,LUCON,85128,Commune simple,9540,1,85,52,200073260,380506.023922,6602991.97844,46.453517,-1.168956
La Bastide-de-Sérou,LA BASTIDE-DE-SEROU,09042,Commune simple,957,3,09,76,200067940,571646.518014,6215142.70194,43.010661,1.429591
Sauvat,SAUVAT,15223,Commune simple,214,2,15,84,241501055,656230.300864,6467695.0153,45.318936,2.435
Lacapelle-Cabanac,LACAPELLE-CABANAC,46142,Commune simple,162,1,46,76,244600433,546749.067524,6376723.29035,44.46524,1.083043
Authevernes,AUTHEVERNES,27026,Commune simple,400,1,27,28,200071843,600433.501522,6903021.86532,49.229431,1.620896
Damvillers,DAMVILLERS,55145,Commune simple,651,3,55,44,200066173,875577.362246,6918664.4214,49.343927,5.392946
Croissy-sur-Seine,CROISSY-SUR-SEINE,78190,Commune simple,9701,3,78,11,200058519,636635.955779,6864605.76291,48.881803,2.139401
Argelos,ARGELOS,64043,Commune simple,282,3,64,75,200067239,429017.79893,6266849.30207,43.446435,-0.349489
Vire-sur-Lot,VIRE-SUR-LOT,46336,Commune simple,350,1,46,76,244600433,548871.846001,6378357.40627,44.49274,1.083282
Flassigny,FLASSIGNY,55188,Commune simple,47,3,55,44,245501259,876758.8228589998,6933499.03318,49.473599,5.440877
Mouzeuil-Saint-Martin,MOUZEUIL-SAINT-MARTIN,85158,Commune simple,1216,1,85,52,200071934,394345.701005,6603196.43925,46.45951,-0.989959
Euilly-et-Lombut,EUILLY-ET-LOMBUT,08159,Commune simple,114,3,08,44,240800847,852763.2609549998,6949796.02403,49.629908,5.119047
Courbiac,COURBIAC,47072,Commune simple,114,3,47,75,200068930,543835.768774,6366073.26951,44.383194,1.022592
Marpaps,MARPAPS,40173,Commune simple,139,1,40,75,244000881,402633.055511,6281864.17808,43.574387,-0.690196
Écueillé,ECUEILLE,36069,Commune simple,1261,2,36,24,200040558,575139.728193,6665396.77036,47.065205,1.321318
Bantheville,BANTHEVILLE,55028,Commune simple,119,3,55,44,200066132,850688.0729,6919022.62215,49.357427,5.091985
Autricourt,AUTRICOURT,21034,Commune simple,127,3,21,27,242101434,820953.436748,6767172.28629,47.997211,4.619634
Épiez-sur-Chiers,EPIEZ-SUR-CHIERS,54178,Commune simple,185,1,54,44,200043693,881199.562961,6936337.6265,49.500739,5.521391
Moulins-Saint-Hubert,MOULINS-SAINT-HUBERT,55362,Commune simple,176,3,55,44,200066132,853962.8007359998,6944245.02963,49.576582,5.127576
Merles-sur-Loison,MERLES-SUR-LOISON,55336,Commune simple,150,3,55,44,200066173,879791.0280179998,6921151.9383,49.377814,5.486255
Le Blanc,LE BLANC,36018,Sous-préfecture,6389,1,36,24,243600319,554667.533296,6616723.04308,46.632583,1.06153
Blagny,BLAGNY,08067,Commune simple,1190,3,08,44,240800847,858890.840663,6949338.79862,49.620595,5.188659
Verneuil-sur-Indre,VERNEUIL-SUR-INDRE,37269,Commune simple,480,3,37,24,200071587,550719.006652,6661429.63503,47.055854,1.047482
Liny-devant-Dun,LINY-DEVANT-DUN,55292,Commune simple,190,3,55,44,200066132,860334.432075,6919315.87401,49.357605,5.201628
Concorès,CONCORES,46072,Commune simple,313,3,46,76,244600482,572498.896032,6397783.85641,44.66522,1.374584
Vilosnes-Haraumont,VILOSNES-HARAUMONT,55571,Commune simple,221,3,55,44,200066132,863144.614058,6917570.62993,49.330273,5.236043
Auriac-sur-Dropt,AURIAC-SUR-DROPT,47018,Commune simple,177,2,47,75,244700449,481537.379578,6398850.49976,44.648009,0.245161
Juvigny-sur-Loison,JUVIGNY-SUR-LOISON,55262,Commune simple,260,3,55,44,245501259,869047.464919,6931540.43422,49.465792,5.334541
Tramont-Lassus,TRAMONT-LASSUS,54530,Commune simple,87,4,54,44,245400510,919534.558601,6815343.01362,48.397182,5.96145
Doulcon,DOULCON,55165,Commune simple,445,3,55,44,200066132,856470.469044,6922907.4639,49.38023,5.169211
Vaux,VAUX,57701,Commune simple,798,9,57,44,200039865,924122.284716,6892483.61973,48.434249,-2.333756
Sivry-sur-Meuse,SIVRY-SUR-MEUSE,55490,Commune simple,337,3,55,44,200066132,865921.406584,6916624.86072,49.324881,5.266878
Harprich,HARPRICH,57297,Commune simple,173,3,57,44,200067502,967538.411616,6880321.13263,48.976785,6.659988
Iré-le-Sec,IRE-LE-SEC,55252,Commune simple,154,3,55,44,245501259,873777.2205809999,6933062.18046,48.879143,2.450864
Létanne,LETANNE,08252,Commune simple,129,3,08,44,240800847,850572.47334,6940329.65038,49.545966,5.085787
Saint-Cyran-du-Jambot,SAINT-CYRAN-DU-JAMBOT,36188,Commune simple,216,2,36,24,200035848,560040.895926,6659620.3097,47.016417,1.138747
Cubjac-Auvézère-Val d'Ans,CUBJAC-AUVEZERE-VAL D'ANS,24147,Commune simple,1083,2,24,75,242401024,540016.02581,6461283.20728,45.221709,0.938303
Peltre,PELTRE,57534,Commune simple,1856,9,57,44,200039865,935508.874598,6890623.00876,49.077185,6.224232
Saffais,SAFFAIS,54468,Commune simple,116,3,54,44,245400189,944553.130476,6833906.94431,48.556025,6.312339
Castex,CASTEX,09084,Commune simple,94,3,09,76,200066223,563251.672559,6231099.54863,43.169126,1.318987
Haims,HAIMS,86110,Commune simple,225,2,86,75,200070043,541124.210589,6603540.41333,46.803666,0.2154
Genod,GENOD,39247,Commune simple,68,2,39,27,200012060,894418.4104319998,6587272.01726,46.353808,5.531949
Thonne-le-Thil,THONNE-LE-THIL,55509,Commune simple,269,3,55,44,245501259,869363.892748,6943878.59819,49.571033,5.35015
La Genétouze,LA GENETOUZE,85098,Commune simple,1931,2,85,52,200072882,356233.183405,6634830.58818,46.723189,-1.515158
Francillon,FRANCILLON,36079,Commune simple,78,2,36,24,243600293,590315.825601,6650551.437,46.95563,1.573623
Bournezeau,BOURNEZEAU,85034,Commune simple,3373,2,85,52,248500340,383287.491063,6622718.61267,46.649187,-1.157149
Clussais-la-Pommeraie,CLUSSAIS-LA-POMMERAIE,79095,Commune simple,590,2,79,75,200069755,471146.141456,6569464.97389,46.183996,0.032108
Saint-Nazaire,SAINT-NAZAIRE,44184,Sous-préfecture,69993,3,44,52,244400644,303346.783857,6699856.98209,47.24911,-2.2752
Saint-Michel-Chef-Chef,SAINT-MICHEL-CHEF-CHEF,44182,Commune simple,4993,3,44,52,200067346,311920.739338,6687597.89896,47.162148,-2.167642
Antigny,ANTIGNY,86006,Commune simple,549,2,86,75,200070043,534392.10805,6606267.60779,46.558629,0.862848
Saulmory-Villefranche,SAULMORY-VILLEFRANCHE,55471,Commune simple,87,3,55,44,200066132,857527.191474,6928807.17225,47.336577,1.738505
Mauroux,MAUROUX,46187,Commune simple,526,1,46,76,244600433,544558.797322,6374565.68682,44.448386,1.027962
Matton-et-Clémency,MATTON-ET-CLEMENCY,08281,Commune simple,469,3,08,44,240800847,860765.589121,6955306.44576,49.666286,5.1946
Essarts en Bocage,ESSARTS EN BOCAGE,85084,Commune simple,8931,2,85,52,200071918,378953.572585,6639978.54577,46.794076,-1.215061
Damas-aux-Bois,DAMAS-AUX-BOIS,88121,Commune simple,268,1,88,44,200068757,952759.219005,6814831.34145,48.396468,6.4549
Colombiers-sur-Seulles,COLOMBIERS-SUR-SEULLES,14169,Commune simple,164,1,14,28,200069516,445034.669376,6916768.94157,49.29238,-0.508337
Villemort,VILLEMORT,86291,Commune simple,103,2,86,75,200070043,541262.939862,6607636.69914,46.550842,0.92119
Saint-Cyr-en-Talmondais,SAINT-CYR-EN-TALMONDAIS,85206,Commune simple,379,3,85,52,200071900,367335.960771,6604715.32836,46.46343,-1.329705
Saint-Vincent-du-Boulay,SAINT-VINCENT-DU-BOULAY,27613,Commune simple,381,2,27,28,200066017,516599.201231,6891901.65352,49.102989,0.491439
Lairoux,LAIROUX,85117,Commune simple,619,1,85,52,200073260,372339.387743,6603262.29277,46.464688,-1.247455
Fraisnes-en-Saintois,FRAISNES-EN-SAINTOIS,54207,Commune simple,104,3,54,44,200035772,926646.987985,6812610.8445,48.374126,6.059592
Cottun,COTTUN,14184,Commune simple,222,1,14,28,241400555,424531.484304,6914241.18866,49.268306,-0.777338
Saint-Vite,SAINT-VITE,47283,Commune simple,1170,3,47,75,200068930,535633.470515,6376411.89809,44.477218,0.950688
Loches,LOCHES,37132,Sous-préfecture,6277,3,37,24,200071587,546412.251419,6670876.23568,47.124373,1.000468
Billy-sous-Mangiennes,BILLY-SOUS-MANGIENNES,55053,Commune simple,373,3,55,44,200066173,886289.580171,6916778.94158,49.333923,5.573998
Vernois-lès-Vesvres,VERNOIS-LES-VESVRES,21665,Commune simple,175,2,21,27,200070910,861422.9075429998,6730240.22002,47.642114,5.144569
Beurey,BEUREY,10045,Commune simple,195,1,10,44,200066892,809503.405407,6787174.08126,48.179625,4.465492
Château-Guibert,CHATEAU-GUIBERT,85061,Commune simple,1521,1,85,52,200073260,374265.556174,6617030.70692,46.561412,-1.229206
Vicq-sur-Nahon,VICQ-SUR-NAHON,36237,Commune simple,729,2,36,24,200040558,590609.543325,6667674.13853,47.108043,1.528936
Beauclair,BEAUCLAIR,55036,Commune simple,90,3,55,44,200066132,853644.730752,6930202.96829,49.457716,5.113751
Saint-Gervais-les-Trois-Clochers,SAINT-GERVAIS-LES-TROIS-CLOCHERS,86224,Commune simple,1314,1,86,75,248600413,503547.597235,6647376.52014,46.903171,0.40778
Brévilly,BREVILLY,08083,Commune simple,367,3,08,44,240800847,850189.8121129998,6953068.09782,49.662079,5.079963
La Merlatière,LA MERLATIERE,85142,Commune simple,1000,2,85,52,200071918,372024.207244,6637409.69215,46.767057,-1.301977
La Couture,LA COUTURE,85074,Commune simple,218,1,85,52,200073260,373270.388392,6611438.33821,46.518563,-1.262926
Méobecq,MEOBECQ,36118,Commune simple,374,2,36,24,243600301,578892.603969,6628106.14791,46.756068,1.45118
Chauvency-le-Château,CHAUVENCY-LE-CHATEAU,55109,Commune simple,248,3,55,44,245501259,867170.427185,6938417.29633,49.520347,5.311988
Le Louroux,LE LOUROUX,37136,Commune simple,531,3,37,24,200071587,530430.63648,6675320.56274,47.145171,0.725577
Monesple,MONESPLE,09195,Commune simple,27,3,09,76,200066223,575833.354831,6222983.08441,43.093733,1.466456
Mézières-en-Brenne,MEZIERES-EN-BRENNE,36123,Commune simple,1001,1,36,24,243600343,567038.971555,6636159.19225,46.816955,1.204044
Diénay,DIENAY,21230,Commune simple,376,2,21,27,242100154,854985.7685259999,6715490.96862,47.522885,5.063356
Panzoult,PANZOULT,37178,Commune simple,595,1,37,24,200072668,503591.629713,6677032.21407,47.154093,0.402769
La Jonchère,LA JONCHERE,85116,Commune simple,450,3,85,52,200071900,363522.029015,6602218.31741,46.440808,-1.374603
La Chaize-le-Vicomte,LA CHAIZE-LE-VICOMTE,85046,Commune simple,3770,2,85,52,248500589,372054.956694,6628107.30567,46.675977,-1.302166
Grange-de-Vaivre,GRANGE-DE-VAIVRE,39259,Commune simple,35,1,39,27,243900420,915928.926034,6659193.0448,48.087282,1.05269
Saint-Jean-lès-Longuyon,SAINT-JEAN-LES-LONGUYON,54476,Commune simple,421,1,54,44,200043693,880373.180823,6931265.10479,49.451756,5.48011
Frédille,FREDILLE,36080,Commune simple,71,2,36,24,200040558,584297.217117,6656822.99214,47.002562,1.478578
Aubigny-Les Clouzeaux,AUBIGNY-LES CLOUZEAUX,85008,Commune simple,6571,2,85,52,248500589,357300.112271,6622837.12673,46.599328,-1.460225
Plaisians,PLAISIANS,26239,Commune simple,199,2,26,84,200068229,886680.7168789998,6350158.3371,44.230148,5.313783
Ciron,CIRON,36053,Commune simple,572,1,36,24,243600319,566940.222231,6616180.12636,46.630565,1.249943
Mesnil-la-Comtesse,MESNIL-LA-COMTESSE,10235,Commune simple,45,3,10,44,200071777,788469.001712,6822651.39509,48.497242,4.194079
Clénay,CLENAY,21179,Commune simple,855,2,21,27,200069540,859437.319214,6703611.14944,47.407724,5.123639
Saint-Maur-des-Bois,SAINT-MAUR-DES-BOIS,50521,Commune simple,151,1,50,28,200043354,395240.880972,6865448.05464,48.812423,-1.149603
Bièvres,BIEVRES,08065,Commune simple,49,3,08,44,240800847,864874.661659,6942216.63877,49.557022,5.263595
Vaudeville,VAUDEVILLE,54553,Commune simple,157,3,54,44,200035772,937186.47533,6821998.28545,48.45406,6.228512
Attainville,ATTAINVILLE,95028,Commune simple,1702,2,95,11,200056380,652548.233631,6884696.39221,49.052456,2.335996
Jametz,JAMETZ,55255,Commune simple,257,3,55,44,245501259,873494.0257869998,6927784.42669,49.430521,5.38081
Argy,ARGY,36007,Commune simple,603,2,36,24,243600301,582925.925082,6650121.37555,46.95177,1.408317
Juaye-Mondaye,JUAYE-MONDAYE,14346,Commune simple,670,1,14,28,241400555,431135.360806,6906882.07099,49.220611,-0.70839
Massabrac,MASSABRAC,31326,Commune simple,89,1,31,76,200066819,567301.569471,6237188.78082,43.223074,1.372287
Gouves,GOUVES,62378,Commune simple,197,1,62,32,200069482,674564.13656,7022153.98403,50.300511,2.639367
Justiniac,JUSTINIAC,09146,Commune simple,55,2,09,76,200066231,577121.351292,6236139.08798,43.218459,1.495306
Avrillé,AVRILLE,85010,Commune simple,1420,3,85,52,200071900,355290.991084,6606972.56085,46.470879,-1.497876
Voimhaut,VOIMHAUT,57728,Commune simple,253,3,57,44,245700133,950049.460968,6886111.29848,49.01987,6.415881
Burret,BURRET,09068,Commune simple,39,1,09,76,200067791,575222.731855,6207003.36402,48.380112,-2.309959
Poiseul-lès-Saulx,POISEUL-LES-SAULX,21491,Commune simple,67,2,21,27,242100154,848978.2171539998,6721597.90051,47.574086,4.991197
Villiers-Vineux,VILLIERS-VINEUX,89474,Commune simple,282,1,89,27,200067304,761586.398961,6760576.26511,47.945093,3.836266
Flacey,FLACEY,21266,Commune simple,185,2,21,27,200069540,860944.073985,6705943.88337,47.431669,5.150882
Bégaar,BEGAAR,40031,Commune simple,1167,1,40,75,244000766,389950.137641,6310933.85448,43.815282,-0.842747
Beylongue,BEYLONGUE,40040,Commune simple,365,1,40,75,244000766,392687.275358,6320962.36271,43.922159,-0.806453
Avioth,AVIOTH,55022,Commune simple,144,3,55,44,245501259,873010.357326,6943427.97962,49.566035,5.390619
Magny-Fouchard,MAGNY-FOUCHARD,10215,Commune simple,267,1,10,44,200066892,814734.028653,6793896.09675,48.242893,4.532778
Longeville-sur-Mer,LONGEVILLE-SUR-MER,85127,Commune simple,2466,3,85,52,200071900,356271.219983,6599634.49824,46.414158,-1.527464
Nesmy,NESMY,85160,Commune simple,2883,2,85,52,248500589,362585.897347,6619643.43794,46.591175,-1.404115
Romagne-sous-les-Côtes,ROMAGNE-SOUS-LES-COTES,55437,Commune simple,118,3,55,44,200066173,879303.665964,6917059.59615,49.323506,5.470562
Puits-et-Nuisement,PUITS-ET-NUISEMENT,10310,Commune simple,214,1,10,44,200066892,812201.180558,6791601.73087,48.220008,4.522891
La Loge-aux-Chèvres,LA LOGE-AUX-CHEVRES,10200,Commune simple,84,1,10,44,200066892,804455.679351,6797513.12447,48.27231,4.406678
Vendeuvre-sur-Barse,VENDEUVRE-SUR-BARSE,10401,Commune simple,2317,1,10,44,200066892,808456.236579,6794967.78676,48.239942,4.46023
Tromborn,TROMBORN,57681,Commune simple,357,3,57,44,200067650,961693.587234,6912331.6889,49.259039,6.591967
Onard,ONARD,40208,Commune simple,372,1,40,75,200069631,391570.20658,6305197.2303,43.7765,-0.838697
Thieffrain,THIEFFRAIN,10376,Commune simple,154,3,10,44,200069003,806872.432396,6789920.12094,48.197913,4.440317
Moutiers-les-Mauxfaits,MOUTIERS-LES-MAUXFAITS,85156,Commune simple,2128,3,85,52,200071900,359867.161335,6608375.15096,46.491999,-1.427178
Larbont,LARBONT,09154,Commune simple,57,3,09,76,200067940,569381.123713,6211781.11008,42.992796,1.395938
Saint-Genou,SAINT-GENOU,36194,Commune simple,971,2,36,24,243600301,574501.769625,6647015.75616,46.930176,1.336866
Lamberville,LAMBERVILLE,76379,Commune simple,192,1,76,28,200068534,556477.922861,6965709.91485,49.773124,1.000547
